series,title,year,release,rated,runtime,action,adventure,crime,drama,fantasy,thriller,documentary,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,plot,production.budget,domestic,boxoffice,title2,year2,release2,rated2,runtime2,action2,adventure2,crime2,drama2,fantasy2,thriller2,documentary2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations2,imdbRating2,metascore2,rottenscore2,imdbVote2,plot2,production.budget2,domestic2,boxoffice2
James Bond,Quantum of Solace,2008,11/14/2008,PG-13,106,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish, Italian, French, Swiss German, German",TRUE,"UK, USA",TRUE,Nominated for 2 BAFTA Film Awards. Another 4 wins & 30 nominations.,4,30,6.6,58,65,383808,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.,231000000,195000000,168400000,Skyfall,2012,11/9/2012,PG-13,143,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Turkish, Shanghainese, Portuguese, Japanese",TRUE,"UK, USA",TRUE,Won 2 Oscars. Another 65 wins & 119 nominations.,65,119,7.7,81,92,599507,"Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",206000000,314000000,299300000
Indiana Jones,Raiders of the Lost Ark,1981,6/12/1981,PG,115,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German, Hebrew, Spanish, Arabic, Nepali",TRUE,USA,TRUE,Won 4 Oscars. Another 30 wins & 23 nominations.,30,23,8.4,85,95,832295,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its deadly powers.",54374774,641000000,N/A,Indiana Jones and the Temple of Doom,1984,5/23/1984,PG,118,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Sinhalese, Hindi",TRUE,USA,TRUE,Won 1 Oscar. Another 10 wins & 21 nominations.,10,21,7.6,57,85,417581,"In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.",69166667,444000000,N/A
Red Dragon,Red Dragon,2002,10/4/2002,R,124,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,"Germany, USA",TRUE,4 wins & 10 nominations.,4,10,7.2,60,68,235333,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",111000000,133000000,92930005,Hannibal Rising,2007,2/9/2007,R,121,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German, Russian",TRUE,"UK, Czech Republic, France, Italy, USA",TRUE,2 nominations.,0,2,6.2,35,16,98910,"After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death.",-999,33382100,27503677
Resident Evil,Resident Evil,2002,3/15/2002,R,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"UK, Germany, France, USA",TRUE,6 nominations.,0,6,6.7,33,36,235884,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",47142882,57313900,39532308,Resident Evil: Apocalypse,2004,9/10/2004,R,94,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Germany, France, UK, Canada, USA",TRUE,6 wins & 3 nominations.,6,3,6.2,35,20,178186,Alice wakes up in Racoon city hospital after the city has been overrun by zombies. Alice must now make it out of the city before a mucilage bomb is dropped on the city.,60144924,68433500,50600000
Resident Evil,Resident Evil: Afterlife,2010,9/10/2010,R,96,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese, Spanish",TRUE,"Germany, France, USA, Canada, UK",TRUE,2 wins & 8 nominations.,2,8,5.8,37,22,155671,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",62641474,62775700,60128566,Resident Evil: Retribution,2012,9/14/2012,R,95,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, American Sign Language",TRUE,"Germany, Canada, USA, France, UK",TRUE,2 wins & 5 nominations.,2,5,5.4,39,29,127301,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,69344437,45175800,42345531
Resident Evil,Resident Evil: Apocalypse,2004,9/10/2004,R,94,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Germany, France, UK, Canada, USA",TRUE,6 wins & 3 nominations.,6,3,6.2,35,20,178186,Alice wakes up in Racoon city hospital after the city has been overrun by zombies. Alice must now make it out of the city before a mucilage bomb is dropped on the city.,60144924,68433500,50600000,Resident Evil: Extinction,2007,9/21/2007,R,94,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"France, Australia, Germany, UK, USA, Mexico, Canada",TRUE,2 wins & 1 nomination.,2,1,6.3,41,24,175903,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",-999,61102300,50648679
Resident Evil,Resident Evil: Extinction,2007,9/21/2007,R,94,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"France, Australia, Germany, UK, USA, Mexico, Canada",TRUE,2 wins & 1 nomination.,2,1,6.3,41,24,175903,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",-999,61102300,50648679,Resident Evil: Afterlife,2010,9/10/2010,R,96,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese, Spanish",TRUE,"Germany, France, USA, Canada, UK",TRUE,2 wins & 8 nominations.,2,8,5.8,37,22,155671,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",62641474,62775700,60128566
Resident Evil,Resident Evil: Retribution,2012,9/14/2012,R,95,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, American Sign Language",TRUE,"Germany, Canada, USA, France, UK",TRUE,2 wins & 5 nominations.,2,5,5.4,39,29,127301,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,69344437,45175800,42345531,Resident Evil: The Final Chapter,2016,1/27/2017,R,107,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany, France, Canada, South Africa, Australia, UK, Japan",TRUE,2 wins & 3 nominations.,1,3,5.5,49,37,77547,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",40000000,26830068,26844692
Planet of the Apes,Rise of the Planet of the Apes,2011,8/5/2011,PG-13,105,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Sign Languages",TRUE,"USA, UK, Canada",TRUE,Nominated for 1 Oscar. Another 21 wins & 42 nominations.,21,42,7.6,68,82,479871,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,97238406,185000000,175300000,Dawn of the Planet of the Apes,2014,7/11/2014,PG-13,130,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, American Sign Language",TRUE,"USA, UK, Canada",TRUE,Nominated for 1 Oscar. Another 16 wins & 47 nominations.,16,47,7.6,79,91,396646,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,175000000,214000000,183278877
Rush Hour,Rush Hour,1998,9/18/1998,PG-13,98,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Cantonese, Mandarin",TRUE,USA,TRUE,6 wins & 9 nominations.,6,9,7,60,60,224610,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",57980925,248000000,N/A,Rush Hour 2,2001,8/3/2001,PG-13,90,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin, Cantonese",TRUE,"Hong Kong, USA",TRUE,10 wins & 22 nominations.,10,22,6.6,48,52,189494,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.",132000000,332000000,N/A
Rush Hour,Rush Hour 2,2001,8/3/2001,PG-13,90,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin, Cantonese",TRUE,"Hong Kong, USA",TRUE,10 wins & 22 nominations.,10,22,6.6,48,52,189494,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.",132000000,332000000,N/A,Rush Hour 3,2007,8/10/2007,PG-13,91,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Japanese, Mandarin, Latin",TRUE,"USA, Germany",TRUE,9 nominations.,0,9,6.2,44,18,144952,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.",169000000,169000000,140080850
Saw,Saw,2004,10/29/2004,R,103,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,8 wins & 10 nominations.,8,10,7.6,46,49,359174,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",1603865,73757800,55100000,Saw II,2005,10/28/2005,R,93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,4 wins & 8 nominations.,4,8,6.6,40,37,222061,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,5179317,113000000,87025093
Saw,Saw II,2005,10/28/2005,R,93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,4 wins & 8 nominations.,4,8,6.6,40,37,222061,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,5179317,113000000,87025093,Saw III,2006,10/27/2006,R,108,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,1 win & 5 nominations.,1,5,6.2,48,28,169719,Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,12671762,102000000,80200000
Saw,Saw III,2006,10/27/2006,R,108,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,1 win & 5 nominations.,1,5,6.2,48,28,169719,Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,12671762,102000000,80200000,Saw IV,2007,10/26/2007,R,93,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,2 wins & 6 nominations.,2,6,5.9,36,19,133492,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",-999,76364900,63270259
Saw,Saw IV,2007,10/26/2007,R,93,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,2 wins & 6 nominations.,2,6,5.9,36,19,133492,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",-999,76364900,63270259,Saw V,2008,10/24/2008,R,92,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,1 win & 1 nomination.,1,1,5.8,20,13,109185,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",12484673,65598600,56729973
Saw,Saw V,2008,10/24/2008,R,92,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,1 win & 1 nomination.,1,1,5.8,20,13,109185,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",12484673,65598600,56729973,Saw VI,2009,10/23/2009,R,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, USA, UK, Australia",TRUE,2 nominations.,0,2,6,30,39,95719,"Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.",11997353,30204200,27669413
Saw,Saw VI,2009,10/23/2009,R,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, USA, UK, Australia",TRUE,2 nominations.,0,2,6,30,39,95719,"Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.",11997353,30204200,27669413,Saw: The Final Chapter,2010,10/29/2010,R,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, USA",TRUE,3 nominations.,0,3,5.6,24,10,84981,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",20880514,47722600,45670855
Scary Movie,Scary Movie,2000,7/7/2000,R,88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,7 wins & 5 nominations.,7,5,6.2,48,53,220107,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",29257889,242000000,N/A,Scary Movie 2,2001,7/4/2001,R,83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,3 wins & 4 nominations.,2,4,5.3,29,15,142046,Four teens are tricked by their professor into visiting a haunted house for a school project.,65989380,105000000,N/A
Scary Movie,Scary Movie 2,2001,7/4/2001,R,83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,3 wins & 4 nominations.,3,4,5.3,29,15,142046,Four teens are tricked by their professor into visiting a haunted house for a school project.,65989380,105000000,N/A,Scary Movie 3,2003,10/24/2003,PG-13,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Canada",TRUE,2 wins & 4 nominations.,2,4,5.5,49,35,130934,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",66054054,151000000,N/A
