series,title,year,release,rated,runtime,action,adventure,crime,drama,fantasy,thriller,documentary,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,plot,production.budget,domestic,boxoffice,title2,year2,release2,rated2,runtime2,action2,adventure2,crime2,drama2,fantasy2,thriller2,documentary2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations2,imdbRating2,metascore2,rottenscore2,imdbVote2,plot2,production.budget2,domestic2,boxoffice2
The Mummy,The Mummy,1999,5/7/1999,PG-13,124,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Egyptian (Ancient), Arabic, Chinese, Hebrew, Hungarian",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 5 wins & 19 nominations.,5,19,7,48,59,372216,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love.",131000000,254000000,N/A,The Mummy Returns,2001,5/4/2001,PG-13,130,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Arabic",TRUE,USA,TRUE,6 wins & 16 nominations.,6,16,6.3,48,47,287093,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",144000000,296000000,200691120
The Mummy,The Mummy Returns,2001,5/4/2001,PG-13,130,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Arabic",TRUE,USA,TRUE,6 wins & 16 nominations.,6,16,6.3,48,47,287093,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",144000000,296000000,200691120,The Mummy: Tomb of the Dragon Emperor,2008,8/1/2008,PG-13,112,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin, Sanskrit",TRUE,"USA, Germany, China, Canada",TRUE,2 wins & 6 nominations.,2,6,5.2,31,13,143848,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",168000000,118000000,101600000
The Muppet Movie,The Muppet Christmas Carol,1992,12/11/1992,G,85,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,1 win & 1 nomination.,1,1,7.7,64,74,43270,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,24012046,54590400,N/A,Muppet Treasure Island,1996,2/16/1996,G,99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 nominations.,0,4,7,64,73,19475,The Muppets' twist on the classic tale.,-999,64460900,N/A
The Muppet Movie,The Muppet Movie,1979,6/22/1979,G,95,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"UK, USA",TRUE,Nominated for 2 Oscars. Another 3 wins & 9 nominations.,3,9,7.6,74,88,30329,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",-999,216000000,N/A,The Great Muppet Caper,1981,6/26/1981,G,97,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"UK, USA",TRUE,Nominated for 1 Oscar. Another 1 nomination.,0,1,7.2,70,76,12536,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy.",-999,93169700,N/A
The Muppet Movie,The Muppets,2011,11/23/2011,PG,103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 1 Oscar. Another 16 wins & 43 nominations.,16,43,7.1,75,95,83712,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,47647394,93845500,88625922,Muppets Most Wanted,2014,3/21/2014,PG,107,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"English, German",TRUE,USA,TRUE,3 wins & 11 nominations.,3,11,6.4,61,79,29474,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",50807969,52010200,46429909
The Muppet Movie,The Muppets Take Manhattan,1984,7/13/1984,G,94,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 2 nominations.,0,2,6.9,64,83,18184,Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.,-999,63076800,N/A,The Muppet Christmas Carol,1992,12/11/1992,G,85,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,1 win & 1 nomination.,1,1,7.7,64,74,43270,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,24012046,54590400,N/A
The Karate Kid,The Next Karate Kid,1994,9/9/1994,PG,107,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win.,1,0,4.4,36,7,23554,Mr. Miyagi is back and he takes a new pupil under his wing; a troubled adolescent girl.,-999,17701600,N/A,The Karate Kid,2010,6/11/2010,PG,140,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, China",TRUE,5 wins & 12 nominations.,5,12,6.2,61,66,149458,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",41761008,184000000,176591618
The Nutty Professor,The Nutty Professor,1996,6/28/1996,PG-13,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 1 Oscar. Another 9 wins & 12 nominations.,9,12,5.6,62,64,103256,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,101000000,242000000,N/A,Nutty Professor II: The Klumps,2000,7/28/2000,PG-13,106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 12 nominations.,2,12,4.4,38,26,46238,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",129000000,190000000,122385345
The Pink Panther,The Pink Panther,2006,2/10/2006,PG,93,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Czech Republic",TRUE,1 win & 8 nominations.,1,8,5.6,38,21,77511,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.,101000000,104000000,82226474,The Pink Panther 2,2009,2/6/2009,PG,92,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Spanish, Italian",TRUE,USA,TRUE,3 nominations.,0,3,5.6,36,12,40010,Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.,77881990,39967900,35922978
The Pirincess Diaries,The Princess Diaries,2001,8/3/2001,G,111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Dutch, Italian",TRUE,"USA, UK",TRUE,3 wins & 11 nominations.,3,11,6.3,52,48,118411,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.",38126047,159000000,107785435,The Princess Diaries 2: Royal Engagement,2004,8/11/2004,G,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Greek, French, Spanish",TRUE,USA,TRUE,1 win & 2 nominations.,1,2,5.8,43,26,69271,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",53462165,127000000,95111012
The Purge,The Purge,2013,6/7/2013,R,85,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, France",TRUE,1 win & 6 nominations.,1,6,5.7,41,39,189280,"A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",2971359,63857600,64400000,The Purge: Anarchy,2014,7/18/2014,R,103,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, France",TRUE,2 wins & 6 nominations.,2,6,6.4,50,56,129161,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",9245052,73922200,N/A
The Purge,The Purge: Anarchy,2014,7/18/2014,R,103,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, France",TRUE,2 wins & 6 nominations.,2,6,6.4,50,56,129161,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",9245052,73922200,N/A,The Purge: Election Year,2016,7/1/2016,R,108,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Afrikaans",TRUE,"USA, Japan",TRUE,6 nominations.,0,6,6,55,55,82778,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",10000000,79213375,N/A
The Ring,The Ring,2002,10/18/2002,PG-13,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,14 wins & 12 nominations.,14,12,7.1,57,71,304872,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,68519810,184000000,128579698,The Ring Two,2005,3/18/2005,PG-13,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 11 nominations.,2,11,5.4,44,20,87342,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",-999,98708200,75888270
The Silence of the Lambs,The Silence of the Lambs,1991,2/14/1991,R,118,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Latin",TRUE,USA,TRUE,Won 5 Oscars. Another 54 wins & 44 nominations.,54,44,8.6,85,96,1173516,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",37458432,258000000,N/A,Hannibal,2001,2/9/2001,R,131,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Japanese",TRUE,"USA, UK, Italy",TRUE,8 wins & 17 nominations.,8,17,6.8,57,39,241396,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",128000000,242000000,163877858
The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,2005,6/1/2005,PG,119,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Greek, Spanish",TRUE,USA,TRUE,1 win & 14 nominations.,1,14,6.5,66,77,51654,Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.,32371278,50567900,43504854,The Sisterhood of the Traveling Pants 2,2008,8/6/2008,PG-13,119,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Greek",TRUE,USA,TRUE,1 nomination.,0,1,6.2,63,65,25837,Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,31211695,50967500,44029972
The Smurfs,The Smurfs,2011,7/29/2011,PG,103,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Belgium, Canada",TRUE,2 wins & 8 nominations.,2,8,5.4,30,22,78668,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",115000000,149000000,142614158,The Smurfs 2,2013,7/31/2013,PG,105,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,"USA, France, Canada, Belgium",TRUE,8 nominations.,0,8,5.3,34,14,35239,"The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.",111000000,75097200,71017784
The Smurfs,The Smurfs 2,2013,7/31/2013,PG,105,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,"USA, France, Canada, Belgium",TRUE,8 nominations.,0,8,5.3,34,14,35239,"The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.",111000000,75097200,71017784,Smurfs: The Lost Village,2017,4/7/2017,PG,90,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Hong Kong, Canada",TRUE,2 nominations.,0,2,6,40,40,16129,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",60000000,45020282,45011202
SpongeBob,The SpongeBob SquarePants Movie,2004,11/19/2004,PG,87,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 10 nominations.,1,10,7,66,68,73378,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,40026850,114000000,85373733,The SpongeBob Movie: Sponge Out of Water,2015,2/6/2015,PG,92,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, South Korea, Australia",TRUE,1 win & 9 nominations.,1,9,6,62,81,45235,"When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.",73999982,161000000,N/A
James Bond,The Spy Who Loved Me,1977,8/3/1977,PG,125,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Arabic",TRUE,UK,FALSE,Nominated for 3 Oscars. Another 3 wins & 8 nominations.,3,8,7.1,55,79,91463,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. Agent, whose lover he killed.",-999,174000000,N/A,Moonraker,1979,6/29/1979,PG,126,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Portuguese",TRUE,"UK, France",FALSE,Nominated for 1 Oscar. Another 1 win & 4 nominations.,1,4,6.3,66,61,84148,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",-999,232000000,N/A
Terminator,The Terminator,1984,10/26/1984,R,107,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,"UK, USA",TRUE,6 wins & 6 nominations.,6,6,8,84,100,754202,"In 1984, a human soldier is tasked to stop an indestructible cyborg killing machine, both sent from 2029, from executing a young woman, whose unborn son is the key to humanity's future salvation.",15713235,94208700,N/A,Terminator 2: Judgment Day,1991,7/3/1991,R,137,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Won 4 Oscars. Another 27 wins & 27 nominations.,27,27,8.5,75,93,934590,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",201000000,404000000,198116802
The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1974,10/4/1974,R,83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 1 nomination.,1,1,7.5,75,88,125878,Two siblings and three of their friends en route to visit their grandfather's grave in Texas end up falling victim to a family of cannibalistic psychopaths and must survive the terrors of Leatherface and his family.,-999,137000000,N/A,The Texas Chainsaw Massacre 2,1986,8/22/1986,Unrated,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 1 nomination.,1,1,5.6,42,48,25538,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,10514851,17955500,N/A
The Texas Chain Saw Massacre,The Texas Chainsaw Massacre,2003,10/17/2003,R,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 wins & 16 nominations.,4,16,6.2,38,37,124566,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",13074441,111000000,80148261,The Texas Chainsaw Massacre: The Beginning,2006,10/6/2006,R,91,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 nominations.,0,5,5.8,30,13,65118,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",20274225,50074500,39418953
The Texas Chain Saw Massacre,The Texas Chainsaw Massacre 2,1986,8/22/1986,Unrated,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 1 nomination.,1,1,5.6,42,48,25538,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,10514851,17955500,N/A,Leatherface: Texas Chainsaw Massacre III,1990,1/12/1990,R,85,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,5.1,30,19,12748,A California couple and a survivalist encounter Leatherface and his family.,-999,11313000,N/A
The Texas Chain Saw Massacre,The Texas Chainsaw Massacre: The Beginning,2006,10/6/2006,R,91,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 nominations.,0,5,5.8,30,13,65118,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",20274225,50074500,39418953,Texas Chainsaw 3D,2013,1/4/2013,R,92,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 7 nominations.,2,7,4.8,NA,18,42942,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,-999,35408500,34334256
Transporter,The Transporter,2002,10/11/2002,PG-13,92,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Mandarin",TRUE,"France, USA",TRUE,N/A,N/A,N/A,6.8,51,54,273487,"Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.",29998438,36135900,25221889,Transporter 2,2005,9/2/2005,PG-13,87,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Italian",TRUE,"France, USA, Germany",TRUE,N/A,N/A,N/A,6.3,56,NA,183180,"Mercenary Frank Martin, who specializes moving goods of all kinds, surfaces again this time in Miami, Florida when he's implicated in the kidnapping of the young son of a powerful USA official.",41435223,55802700,N/A
